City,State,SizeRank,Date,Sell_Price
Buffalo,NY,46,2015-08-01,122800
Raleigh,NC,47,2015-08-01,213700
Rochester,NY,50,2015-08-01,124200
Tucson,AZ,52,2015-08-01,159400
Fresno,CA,55,2015-08-01,207700
Albany,NY,59,2015-08-01,185200
Bakersfield,CA,62,2015-08-01,182800
Ventura,CA,65,2015-08-01,505400
El Paso,TX,67,2015-08-01,123800
Greensboro,NC,71,2015-08-01,122100
North Port-Sarasota-Bradenton,FL,73,2015-08-01,201600
Stockton,CA,75,2015-08-01,273300
Syracuse,NY,77,2015-08-01,117400
Winston-Salem,NC,79,2015-08-01,124500
Fort Myers,FL,82,2015-08-01,179800
Lakeland,FL,86,2015-08-01,126200
Daytona Beach,FL,88,2015-08-01,141900
Melbourne,FL,95,2015-08-01,142600
Modesto,CA,100,2015-08-01,237200
Durham,NC,102,2015-08-01,194800
Santa Rosa,CA,103,2015-08-01,489000
Pensacola,FL,108,2015-08-01,130800
Visalia,CA,109,2015-08-01,175100
Asheville,NC,114,2015-08-01,206400
Port St. Lucie,FL,115,2015-08-01,159800
Santa Maria-Santa Barbara,CA,116,2015-08-01,503700
Salinas,CA,119,2015-08-01,452300
Vallejo,CA,120,2015-08-01,324300
Killeen,TX,123,2015-08-01,123100
Tallahassee,FL,133,2015-08-01,146300
Fayetteville,NC,135,2015-08-01,110000
Hickory,NC,136,2015-08-01,121500
Ocala,FL,142,2015-08-01,101100
Naples,FL,144,2015-08-01,290700
Utica,NY,153,2015-08-01,97900
San Luis Obispo,CA,160,2015-08-01,484000
Gainesville,FL,161,2015-08-01,140300
Santa Cruz,CA,162,2015-08-01,643400
Merced,CA,165,2015-08-01,195900
Wilmington,NC,166,2015-08-01,207200
Waco,TX,169,2015-08-01,134200
Amarillo,TX,171,2015-08-01,140500
Binghamton,NY,172,2015-08-01,NA
Crestview-Fort Walton Beach-Destin,FL,177,2015-08-01,235000
Chico,CA,184,2015-08-01,243200
Prescott,AZ,188,2015-08-01,218800
Tyler,TX,190,2015-08-01,164900
Lake Havasu City,AZ,198,2015-08-01,160500
Yuma,AZ,203,2015-08-01,133000
Panama City,FL,211,2015-08-01,166800
Kingston,NY,212,2015-08-01,182600
Redding,CA,217,2015-08-01,217900
El Centro,CA,219,2015-08-01,206900
Greenville,NC,223,2015-08-01,126600
Yuba City,CA,226,2015-08-01,218800
Abilene,TX,227,2015-08-01,139900
Punta Gorda,FL,233,2015-08-01,150600
Hanford,CA,246,2015-08-01,172000
Rocky Mount,NC,248,2015-08-01,NA
Burlington,NC,250,2015-08-01,128200
Madera,CA,251,2015-08-01,191300
Midland,TX,262,2015-08-01,222200
Homosassa Springs,FL,263,2015-08-01,105300
Vero Beach,FL,267,2015-08-01,157900
Odessa,TX,268,2015-08-01,NA
Napa,CA,269,2015-08-01,551600
Eureka,CA,271,2015-08-01,249400
Flagstaff,AZ,273,2015-08-01,268600
Sierra Vista,AZ,278,2015-08-01,128000
Glens Falls,NY,281,2015-08-01,153800
New Bern,NC,285,2015-08-01,145100
Goldsboro,NC,290,2015-08-01,NA
Sherman,TX,294,2015-08-01,123100
Watertown,NY,300,2015-08-01,138000
Dunn,NC,304,2015-08-01,146700
Show Low,AZ,318,2015-08-01,159600
Ithaca,NY,327,2015-08-01,190400
Corning,NY,335,2015-08-01,91100
Sebring,FL,336,2015-08-01,89400
Truckee,CA,337,2015-08-01,355000
Shelby,NC,340,2015-08-01,79400
Victoria,TX,347,2015-08-01,159300
The Villages,FL,349,2015-08-01,221000
Elmira,NY,362,2015-08-01,89600
Pinehurst-Southern Pines,NC,365,2015-08-01,176600
Ukiah,CA,366,2015-08-01,302000
Huntsville,TX,377,2015-08-01,151400
Plattsburgh,NY,378,2015-08-01,124600
Wilson,NC,384,2015-08-01,117300
Olean,NY,386,2015-08-01,72300
Auburn,NY,387,2015-08-01,110200
Athens,TX,388,2015-08-01,147400
Palatka,FL,400,2015-08-01,NA
Mount Airy,NC,402,2015-08-01,103000
North Wilkesboro,NC,415,2015-08-01,127700
Forest City,NC,417,2015-08-01,140900
Lake City,FL,418,2015-08-01,97700
Morehead City,NC,422,2015-08-01,217500
Clearlake,CA,427,2015-08-01,198300
Red Bluff,CA,432,2015-08-01,158200
Hudson,NY,433,2015-08-01,218200
Oneonta,NY,436,2015-08-01,124600
Albemarle,NC,446,2015-08-01,119400
Batavia,NY,450,2015-08-01,104000
Oxford,NC,451,2015-08-01,160100
Kinston,NC,453,2015-08-01,NA
Sonora,CA,458,2015-08-01,218100
Payson,AZ,464,2015-08-01,NA
Boone,NC,478,2015-08-01,232600
Kerrville,TX,483,2015-08-01,174500
Cortland,NY,486,2015-08-01,104400
Nogales,AZ,493,2015-08-01,118800
Marion,NC,511,2015-08-01,NA
El Campo,TX,535,2015-08-01,NA
Cullowhee,NC,541,2015-08-01,195200
Okeechobee,FL,545,2015-08-01,93100
Clewiston,FL,549,2015-08-01,84300
Gainesville,TX,554,2015-08-01,NA
Kill Devil Hills,NC,555,2015-08-01,NA
Stephenville,TX,557,2015-08-01,126200
Safford,AZ,561,2015-08-01,145300
Seneca Falls,NY,573,2015-08-01,91500
Brenham,TX,578,2015-08-01,184200
Brevard,NC,580,2015-08-01,197200
Crescent City,CA,595,2015-08-01,NA
Borger,TX,618,2015-08-01,NA
New York,NY,1,2015-09-01,361600
Los Angeles-Long Beach-Anaheim,CA,2,2015-09-01,499100
Dallas-Fort Worth,TX,4,2015-09-01,201900
Houston,TX,6,2015-09-01,189100
Miami-Fort Lauderdale,FL,8,2015-09-01,207300
San Francisco,CA,11,2015-09-01,625500
Riverside,CA,12,2015-09-01,281800
Phoenix,AZ,13,2015-09-01,177300
San Diego,CA,16,2015-09-01,457500
Tampa,FL,18,2015-09-01,146700
Charlotte,NC,23,2015-09-01,178500
Sacramento,CA,24,2015-09-01,306100
San Antonio,TX,25,2015-09-01,179300
Orlando,FL,26,2015-09-01,170900
San Jose,CA,33,2015-09-01,797500
Austin,TX,34,2015-09-01,251200
Jacksonville,FL,39,2015-09-01,127000
Buffalo,NY,46,2015-09-01,122900
Raleigh,NC,47,2015-09-01,211600
Rochester,NY,50,2015-09-01,123300
Tucson,AZ,52,2015-09-01,159500
Fresno,CA,55,2015-09-01,207600
Albany,NY,59,2015-09-01,193500
Bakersfield,CA,62,2015-09-01,182100
Ventura,CA,65,2015-09-01,506900
El Paso,TX,67,2015-09-01,124900
Greensboro,NC,71,2015-09-01,121300
North Port-Sarasota-Bradenton,FL,73,2015-09-01,202800
Stockton,CA,75,2015-09-01,271600
Syracuse,NY,77,2015-09-01,117400
Winston-Salem,NC,79,2015-09-01,125100
Fort Myers,FL,82,2015-09-01,181100
Lakeland,FL,86,2015-09-01,126500
Daytona Beach,FL,88,2015-09-01,143100
Melbourne,FL,95,2015-09-01,145200
Modesto,CA,100,2015-09-01,239700
Durham,NC,102,2015-09-01,194300
Santa Rosa,CA,103,2015-09-01,492800
Pensacola,FL,108,2015-09-01,132700
Visalia,CA,109,2015-09-01,175800
Asheville,NC,114,2015-09-01,204200
Port St. Lucie,FL,115,2015-09-01,160600
Santa Maria-Santa Barbara,CA,116,2015-09-01,484400
Salinas,CA,119,2015-09-01,449500
Vallejo,CA,120,2015-09-01,323400
Killeen,TX,123,2015-09-01,121400
Tallahassee,FL,133,2015-09-01,145600
Fayetteville,NC,135,2015-09-01,109600
Hickory,NC,136,2015-09-01,122600
Ocala,FL,142,2015-09-01,104200
Naples,FL,144,2015-09-01,287000
Utica,NY,153,2015-09-01,98200
San Luis Obispo,CA,160,2015-09-01,483700
Gainesville,FL,161,2015-09-01,142000
Santa Cruz,CA,162,2015-09-01,653800
Merced,CA,165,2015-09-01,197100
Wilmington,NC,166,2015-09-01,209500
Waco,TX,169,2015-09-01,132300
Amarillo,TX,171,2015-09-01,140100
Binghamton,NY,172,2015-09-01,NA
Crestview-Fort Walton Beach-Destin,FL,177,2015-09-01,233000
Chico,CA,184,2015-09-01,249500
Prescott,AZ,188,2015-09-01,219800
Tyler,TX,190,2015-09-01,161200
Lake Havasu City,AZ,198,2015-09-01,159700
Yuma,AZ,203,2015-09-01,132300
Panama City,FL,211,2015-09-01,167600
Kingston,NY,212,2015-09-01,184100
Redding,CA,217,2015-09-01,224800
El Centro,CA,219,2015-09-01,196100
Greenville,NC,223,2015-09-01,122700
Yuba City,CA,226,2015-09-01,219400
Abilene,TX,227,2015-09-01,142700
Punta Gorda,FL,233,2015-09-01,149900
Hanford,CA,246,2015-09-01,179000
Rocky Mount,NC,248,2015-09-01,94400
Burlington,NC,250,2015-09-01,128400
Madera,CA,251,2015-09-01,194100
Midland,TX,262,2015-09-01,217800
Homosassa Springs,FL,263,2015-09-01,106600
Vero Beach,FL,267,2015-09-01,161300
Odessa,TX,268,2015-09-01,NA
Napa,CA,269,2015-09-01,569000
Eureka,CA,271,2015-09-01,251900
Flagstaff,AZ,273,2015-09-01,276500
Sierra Vista,AZ,278,2015-09-01,125700
Glens Falls,NY,281,2015-09-01,154100
New Bern,NC,285,2015-09-01,146100
Goldsboro,NC,290,2015-09-01,NA
Sherman,TX,294,2015-09-01,122000
Watertown,NY,300,2015-09-01,134300
Dunn,NC,304,2015-09-01,146500
Show Low,AZ,318,2015-09-01,158100
Ithaca,NY,327,2015-09-01,189900
Corning,NY,335,2015-09-01,91900
Sebring,FL,336,2015-09-01,89000
Truckee,CA,337,2015-09-01,350100
Shelby,NC,340,2015-09-01,86600
Victoria,TX,347,2015-09-01,158800
The Villages,FL,349,2015-09-01,221000
Elmira,NY,362,2015-09-01,93500
Pinehurst-Southern Pines,NC,365,2015-09-01,175500
Ukiah,CA,366,2015-09-01,303900
Huntsville,TX,377,2015-09-01,156400
Plattsburgh,NY,378,2015-09-01,123600
Wilson,NC,384,2015-09-01,109600
Olean,NY,386,2015-09-01,68900
Auburn,NY,387,2015-09-01,108900
Athens,TX,388,2015-09-01,150600
Palatka,FL,400,2015-09-01,NA
Mount Airy,NC,402,2015-09-01,103100
North Wilkesboro,NC,415,2015-09-01,129200
Forest City,NC,417,2015-09-01,132400
Lake City,FL,418,2015-09-01,111700
Morehead City,NC,422,2015-09-01,218200
Clearlake,CA,427,2015-09-01,203200
Red Bluff,CA,432,2015-09-01,166900
Hudson,NY,433,2015-09-01,203100
Oneonta,NY,436,2015-09-01,122600
Albemarle,NC,446,2015-09-01,117700
Batavia,NY,450,2015-09-01,106400
Oxford,NC,451,2015-09-01,153400
Kinston,NC,453,2015-09-01,NA
Sonora,CA,458,2015-09-01,223800
Payson,AZ,464,2015-09-01,NA
Boone,NC,478,2015-09-01,221700
Kerrville,TX,483,2015-09-01,190800
Cortland,NY,486,2015-09-01,95200
Nogales,AZ,493,2015-09-01,118000
Marion,NC,511,2015-09-01,NA
El Campo,TX,535,2015-09-01,NA
Cullowhee,NC,541,2015-09-01,196300
Okeechobee,FL,545,2015-09-01,98400
Clewiston,FL,549,2015-09-01,105800
Gainesville,TX,554,2015-09-01,NA
Kill Devil Hills,NC,555,2015-09-01,NA
Stephenville,TX,557,2015-09-01,125800
Safford,AZ,561,2015-09-01,145900
Seneca Falls,NY,573,2015-09-01,88100
Brenham,TX,578,2015-09-01,185400
Brevard,NC,580,2015-09-01,187300
Crescent City,CA,595,2015-09-01,NA
Borger,TX,618,2015-09-01,NA
New York,NY,1,2015-10-01,363300
Los Angeles-Long Beach-Anaheim,CA,2,2015-10-01,499100
Dallas-Fort Worth,TX,4,2015-10-01,202000
Houston,TX,6,2015-10-01,188400
Miami-Fort Lauderdale,FL,8,2015-10-01,207400
San Francisco,CA,11,2015-10-01,625200
Riverside,CA,12,2015-10-01,282700
Phoenix,AZ,13,2015-10-01,179300
San Diego,CA,16,2015-10-01,457600
Tampa,FL,18,2015-10-01,148200
Charlotte,NC,23,2015-10-01,179800
Sacramento,CA,24,2015-10-01,306800
San Antonio,TX,25,2015-10-01,180200
Orlando,FL,26,2015-10-01,172300
San Jose,CA,33,2015-10-01,797200
Austin,TX,34,2015-10-01,252500
Jacksonville,FL,39,2015-10-01,127000
Buffalo,NY,46,2015-10-01,124100
Raleigh,NC,47,2015-10-01,213600
Rochester,NY,50,2015-10-01,123100
Tucson,AZ,52,2015-10-01,161500
Fresno,CA,55,2015-10-01,206600
Albany,NY,59,2015-10-01,194300
Bakersfield,CA,62,2015-10-01,180500
Ventura,CA,65,2015-10-01,506800
El Paso,TX,67,2015-10-01,124700
Greensboro,NC,71,2015-10-01,121700
North Port-Sarasota-Bradenton,FL,73,2015-10-01,207600
Stockton,CA,75,2015-10-01,271600
Syracuse,NY,77,2015-10-01,117200
Winston-Salem,NC,79,2015-10-01,124900
Fort Myers,FL,82,2015-10-01,177800
Lakeland,FL,86,2015-10-01,127800
Daytona Beach,FL,88,2015-10-01,143900
Melbourne,FL,95,2015-10-01,150700
Modesto,CA,100,2015-10-01,243400
Durham,NC,102,2015-10-01,193600
Santa Rosa,CA,103,2015-10-01,493600
Pensacola,FL,108,2015-10-01,137600
Visalia,CA,109,2015-10-01,177900
Asheville,NC,114,2015-10-01,205500
Port St. Lucie,FL,115,2015-10-01,162000
Santa Maria-Santa Barbara,CA,116,2015-10-01,471000
Salinas,CA,119,2015-10-01,460300
Vallejo,CA,120,2015-10-01,328000
Killeen,TX,123,2015-10-01,121100
Tallahassee,FL,133,2015-10-01,146200
Fayetteville,NC,135,2015-10-01,107100
Hickory,NC,136,2015-10-01,122300
Ocala,FL,142,2015-10-01,103100
Naples,FL,144,2015-10-01,283700
Utica,NY,153,2015-10-01,97800
San Luis Obispo,CA,160,2015-10-01,496100
Gainesville,FL,161,2015-10-01,143200
Santa Cruz,CA,162,2015-10-01,654700
Merced,CA,165,2015-10-01,197300
Wilmington,NC,166,2015-10-01,203400
Waco,TX,169,2015-10-01,136800
Amarillo,TX,171,2015-10-01,141700
Binghamton,NY,172,2015-10-01,NA
Crestview-Fort Walton Beach-Destin,FL,177,2015-10-01,228700
Chico,CA,184,2015-10-01,246100
Prescott,AZ,188,2015-10-01,220500
Tyler,TX,190,2015-10-01,159700
Lake Havasu City,AZ,198,2015-10-01,159700
Yuma,AZ,203,2015-10-01,131000
Panama City,FL,211,2015-10-01,170700
Kingston,NY,212,2015-10-01,185700
Redding,CA,217,2015-10-01,224300
El Centro,CA,219,2015-10-01,186700
Greenville,NC,223,2015-10-01,126000
Yuba City,CA,226,2015-10-01,226000
Abilene,TX,227,2015-10-01,142600
Punta Gorda,FL,233,2015-10-01,149300
Hanford,CA,246,2015-10-01,180400
Rocky Mount,NC,248,2015-10-01,99100
Burlington,NC,250,2015-10-01,137200
Madera,CA,251,2015-10-01,197800
Midland,TX,262,2015-10-01,220700
Homosassa Springs,FL,263,2015-10-01,111100
Vero Beach,FL,267,2015-10-01,179600
Odessa,TX,268,2015-10-01,NA
Napa,CA,269,2015-10-01,571900
Eureka,CA,271,2015-10-01,246000
Flagstaff,AZ,273,2015-10-01,280700
Sierra Vista,AZ,278,2015-10-01,125900
Glens Falls,NY,281,2015-10-01,148400
New Bern,NC,285,2015-10-01,142500
Goldsboro,NC,290,2015-10-01,NA
Sherman,TX,294,2015-10-01,125000
Watertown,NY,300,2015-10-01,129000
Dunn,NC,304,2015-10-01,146500
Show Low,AZ,318,2015-10-01,164800
Ithaca,NY,327,2015-10-01,188300
Corning,NY,335,2015-10-01,90000
Sebring,FL,336,2015-10-01,87900
Truckee,CA,337,2015-10-01,350300
Shelby,NC,340,2015-10-01,84000
Victoria,TX,347,2015-10-01,158000
The Villages,FL,349,2015-10-01,222900
Elmira,NY,362,2015-10-01,88800
Pinehurst-Southern Pines,NC,365,2015-10-01,173400
Ukiah,CA,366,2015-10-01,304700
Huntsville,TX,377,2015-10-01,152000
Plattsburgh,NY,378,2015-10-01,121600
Wilson,NC,384,2015-10-01,114200
Olean,NY,386,2015-10-01,73700
Auburn,NY,387,2015-10-01,108600
Athens,TX,388,2015-10-01,153900
Palatka,FL,400,2015-10-01,NA
Mount Airy,NC,402,2015-10-01,101900
North Wilkesboro,NC,415,2015-10-01,124300
Forest City,NC,417,2015-10-01,131200
Lake City,FL,418,2015-10-01,116900
Morehead City,NC,422,2015-10-01,224900
Clearlake,CA,427,2015-10-01,203200
Red Bluff,CA,432,2015-10-01,158800
Hudson,NY,433,2015-10-01,207000
Oneonta,NY,436,2015-10-01,123700
Albemarle,NC,446,2015-10-01,116800
Batavia,NY,450,2015-10-01,105000
Oxford,NC,451,2015-10-01,154200
Kinston,NC,453,2015-10-01,NA
Sonora,CA,458,2015-10-01,219500
Payson,AZ,464,2015-10-01,181800
Boone,NC,478,2015-10-01,222900
Kerrville,TX,483,2015-10-01,186600
Cortland,NY,486,2015-10-01,97000
Nogales,AZ,493,2015-10-01,119200
Marion,NC,511,2015-10-01,NA
El Campo,TX,535,2015-10-01,NA
Cullowhee,NC,541,2015-10-01,187900
Okeechobee,FL,545,2015-10-01,98900
Clewiston,FL,549,2015-10-01,103200
Gainesville,TX,554,2015-10-01,164500
Kill Devil Hills,NC,555,2015-10-01,NA
Stephenville,TX,557,2015-10-01,126000
Safford,AZ,561,2015-10-01,145200
Seneca Falls,NY,573,2015-10-01,85200
Brenham,TX,578,2015-10-01,171500
Brevard,NC,580,2015-10-01,193500
Crescent City,CA,595,2015-10-01,NA
Borger,TX,618,2015-10-01,NA
New York,NY,1,2015-11-01,365000
Los Angeles-Long Beach-Anaheim,CA,2,2015-11-01,500800
Dallas-Fort Worth,TX,4,2015-11-01,202500
Houston,TX,6,2015-11-01,186200
Miami-Fort Lauderdale,FL,8,2015-11-01,204700
San Francisco,CA,11,2015-11-01,626300
Riverside,CA,12,2015-11-01,284100
Phoenix,AZ,13,2015-11-01,181700
San Diego,CA,16,2015-11-01,461800
Tampa,FL,18,2015-11-01,149200
Charlotte,NC,23,2015-11-01,181700
Sacramento,CA,24,2015-11-01,308900
San Antonio,TX,25,2015-11-01,179200
Orlando,FL,26,2015-11-01,174500
San Jose,CA,33,2015-11-01,791900
Austin,TX,34,2015-11-01,254900
Jacksonville,FL,39,2015-11-01,124600
Buffalo,NY,46,2015-11-01,124200
Raleigh,NC,47,2015-11-01,215400
Rochester,NY,50,2015-11-01,122800
Tucson,AZ,52,2015-11-01,161400
Fresno,CA,55,2015-11-01,208100
Albany,NY,59,2015-11-01,193100
Bakersfield,CA,62,2015-11-01,181900
Ventura,CA,65,2015-11-01,514800
El Paso,TX,67,2015-11-01,124600
Greensboro,NC,71,2015-11-01,121600
North Port-Sarasota-Bradenton,FL,73,2015-11-01,209300
Stockton,CA,75,2015-11-01,269900
Syracuse,NY,77,2015-11-01,113300
Winston-Salem,NC,79,2015-11-01,127200
Fort Myers,FL,82,2015-11-01,177300
Lakeland,FL,86,2015-11-01,128800
Daytona Beach,FL,88,2015-11-01,145300
Melbourne,FL,95,2015-11-01,154900
Modesto,CA,100,2015-11-01,243600
Durham,NC,102,2015-11-01,195900
Santa Rosa,CA,103,2015-11-01,496100
Pensacola,FL,108,2015-11-01,139000
Visalia,CA,109,2015-11-01,169900
Asheville,NC,114,2015-11-01,208900
Port St. Lucie,FL,115,2015-11-01,164600
Santa Maria-Santa Barbara,CA,116,2015-11-01,472500
Salinas,CA,119,2015-11-01,469000
Vallejo,CA,120,2015-11-01,329900
Killeen,TX,123,2015-11-01,121300
Tallahassee,FL,133,2015-11-01,138500
Fayetteville,NC,135,2015-11-01,105800
Hickory,NC,136,2015-11-01,121300
Ocala,FL,142,2015-11-01,101800
Naples,FL,144,2015-11-01,289000
Utica,NY,153,2015-11-01,94700
San Luis Obispo,CA,160,2015-11-01,492500
Gainesville,FL,161,2015-11-01,143200
Santa Cruz,CA,162,2015-11-01,682900
Merced,CA,165,2015-11-01,209800
Wilmington,NC,166,2015-11-01,198600
Waco,TX,169,2015-11-01,138000
Amarillo,TX,171,2015-11-01,136700
Binghamton,NY,172,2015-11-01,NA
Crestview-Fort Walton Beach-Destin,FL,177,2015-11-01,218900
Chico,CA,184,2015-11-01,241200
Prescott,AZ,188,2015-11-01,229400
Tyler,TX,190,2015-11-01,161300
Lake Havasu City,AZ,198,2015-11-01,157700
Yuma,AZ,203,2015-11-01,128600
Panama City,FL,211,2015-11-01,171700
Kingston,NY,212,2015-11-01,173900
Redding,CA,217,2015-11-01,224800
El Centro,CA,219,2015-11-01,183600
Greenville,NC,223,2015-11-01,126700
Yuba City,CA,226,2015-11-01,226800
Abilene,TX,227,2015-11-01,141300
Punta Gorda,FL,233,2015-11-01,150300
Hanford,CA,246,2015-11-01,182800
Rocky Mount,NC,248,2015-11-01,102700
Burlington,NC,250,2015-11-01,135300
Madera,CA,251,2015-11-01,200600
Midland,TX,262,2015-11-01,224900
Homosassa Springs,FL,263,2015-11-01,108200
Vero Beach,FL,267,2015-11-01,182700
Odessa,TX,268,2015-11-01,NA
Napa,CA,269,2015-11-01,582800
Eureka,CA,271,2015-11-01,244300
Flagstaff,AZ,273,2015-11-01,283200
Sierra Vista,AZ,278,2015-11-01,126200
Glens Falls,NY,281,2015-11-01,151200
New Bern,NC,285,2015-11-01,142600
Goldsboro,NC,290,2015-11-01,NA
Sherman,TX,294,2015-11-01,125700
Watertown,NY,300,2015-11-01,126300
Dunn,NC,304,2015-11-01,143300
Show Low,AZ,318,2015-11-01,159900
Ithaca,NY,327,2015-11-01,195300
Corning,NY,335,2015-11-01,88300
Sebring,FL,336,2015-11-01,87000
Truckee,CA,337,2015-11-01,350300
Shelby,NC,340,2015-11-01,87800
Victoria,TX,347,2015-11-01,161400
The Villages,FL,349,2015-11-01,222200
Elmira,NY,362,2015-11-01,92500
Pinehurst-Southern Pines,NC,365,2015-11-01,183900
Ukiah,CA,366,2015-11-01,317600
Huntsville,TX,377,2015-11-01,150000
Plattsburgh,NY,378,2015-11-01,116300
Wilson,NC,384,2015-11-01,115800
Olean,NY,386,2015-11-01,74700
Auburn,NY,387,2015-11-01,103500
Athens,TX,388,2015-11-01,157800
Palatka,FL,400,2015-11-01,NA
Mount Airy,NC,402,2015-11-01,99800
North Wilkesboro,NC,415,2015-11-01,125200
Forest City,NC,417,2015-11-01,123500
Lake City,FL,418,2015-11-01,115800
Morehead City,NC,422,2015-11-01,221000
Clearlake,CA,427,2015-11-01,218200
Red Bluff,CA,432,2015-11-01,157100
Hudson,NY,433,2015-11-01,201500
Oneonta,NY,436,2015-11-01,123600
Albemarle,NC,446,2015-11-01,113800
Batavia,NY,450,2015-11-01,105100
Oxford,NC,451,2015-11-01,153100
Kinston,NC,453,2015-11-01,NA
Sonora,CA,458,2015-11-01,232100
Payson,AZ,464,2015-11-01,180900
Boone,NC,478,2015-11-01,212500
Kerrville,TX,483,2015-11-01,191500
Cortland,NY,486,2015-11-01,106800
Nogales,AZ,493,2015-11-01,116800
Marion,NC,511,2015-11-01,NA
El Campo,TX,535,2015-11-01,NA
Cullowhee,NC,541,2015-11-01,185800
Okeechobee,FL,545,2015-11-01,87500
Clewiston,FL,549,2015-11-01,107700
Gainesville,TX,554,2015-11-01,159400
Kill Devil Hills,NC,555,2015-11-01,NA
Stephenville,TX,557,2015-11-01,118700
Safford,AZ,561,2015-11-01,160700
Seneca Falls,NY,573,2015-11-01,86500
Brenham,TX,578,2015-11-01,168500
Brevard,NC,580,2015-11-01,201600
Crescent City,CA,595,2015-11-01,221800
Borger,TX,618,2015-11-01,NA
New York,NY,1,2015-12-01,367500
Los Angeles-Long Beach-Anaheim,CA,2,2015-12-01,507800
Dallas-Fort Worth,TX,4,2015-12-01,203400
Houston,TX,6,2015-12-01,187900
Miami-Fort Lauderdale,FL,8,2015-12-01,205300
San Francisco,CA,11,2015-12-01,641400
Riverside,CA,12,2015-12-01,285700
Phoenix,AZ,13,2015-12-01,183900
San Diego,CA,16,2015-12-01,467000
Tampa,FL,18,2015-12-01,150800
Charlotte,NC,23,2015-12-01,182300
Sacramento,CA,24,2015-12-01,312100
San Antonio,TX,25,2015-12-01,179700
Orlando,FL,26,2015-12-01,175900
San Jose,CA,33,2015-12-01,798200
Austin,TX,34,2015-12-01,257200
Jacksonville,FL,39,2015-12-01,125100
Buffalo,NY,46,2015-12-01,124400
Raleigh,NC,47,2015-12-01,217700
Rochester,NY,50,2015-12-01,123200
Tucson,AZ,52,2015-12-01,164200
Fresno,CA,55,2015-12-01,212900
Albany,NY,59,2015-12-01,186300
Bakersfield,CA,62,2015-12-01,186000
Ventura,CA,65,2015-12-01,513700
El Paso,TX,67,2015-12-01,123600
Greensboro,NC,71,2015-12-01,123000
North Port-Sarasota-Bradenton,FL,73,2015-12-01,212300
Stockton,CA,75,2015-12-01,267900
Syracuse,NY,77,2015-12-01,114400
Winston-Salem,NC,79,2015-12-01,127600
Fort Myers,FL,82,2015-12-01,177700
Lakeland,FL,86,2015-12-01,129300
Daytona Beach,FL,88,2015-12-01,147300
Melbourne,FL,95,2015-12-01,154400
Modesto,CA,100,2015-12-01,243400
Durham,NC,102,2015-12-01,198000
Santa Rosa,CA,103,2015-12-01,497300
Pensacola,FL,108,2015-12-01,143100
Visalia,CA,109,2015-12-01,170300
Asheville,NC,114,2015-12-01,208000
Port St. Lucie,FL,115,2015-12-01,166100
Santa Maria-Santa Barbara,CA,116,2015-12-01,487700
Salinas,CA,119,2015-12-01,481900
Vallejo,CA,120,2015-12-01,330700
Killeen,TX,123,2015-12-01,119100
Tallahassee,FL,133,2015-12-01,132200
Fayetteville,NC,135,2015-12-01,106300
Hickory,NC,136,2015-12-01,123400
Ocala,FL,142,2015-12-01,103600
Naples,FL,144,2015-12-01,292500
Utica,NY,153,2015-12-01,92800
San Luis Obispo,CA,160,2015-12-01,493000
Gainesville,FL,161,2015-12-01,139900
Santa Cruz,CA,162,2015-12-01,692400
Merced,CA,165,2015-12-01,211700
Wilmington,NC,166,2015-12-01,197800
Waco,TX,169,2015-12-01,139100
Amarillo,TX,171,2015-12-01,136900
Binghamton,NY,172,2015-12-01,NA
Crestview-Fort Walton Beach-Destin,FL,177,2015-12-01,220800
Chico,CA,184,2015-12-01,239000
Prescott,AZ,188,2015-12-01,229700
Tyler,TX,190,2015-12-01,162700
Lake Havasu City,AZ,198,2015-12-01,164500
Yuma,AZ,203,2015-12-01,134500
Panama City,FL,211,2015-12-01,172000
Kingston,NY,212,2015-12-01,171600
Redding,CA,217,2015-12-01,220500
El Centro,CA,219,2015-12-01,187700
Greenville,NC,223,2015-12-01,126800
Yuba City,CA,226,2015-12-01,226900
Abilene,TX,227,2015-12-01,140100
Punta Gorda,FL,233,2015-12-01,153500
Hanford,CA,246,2015-12-01,183100
Rocky Mount,NC,248,2015-12-01,102300
Burlington,NC,250,2015-12-01,132000
Madera,CA,251,2015-12-01,198100
Midland,TX,262,2015-12-01,229500
Homosassa Springs,FL,263,2015-12-01,109300
Vero Beach,FL,267,2015-12-01,178300
Odessa,TX,268,2015-12-01,NA
Napa,CA,269,2015-12-01,569800
Eureka,CA,271,2015-12-01,251000
Flagstaff,AZ,273,2015-12-01,292400
Sierra Vista,AZ,278,2015-12-01,135100
Glens Falls,NY,281,2015-12-01,149500
New Bern,NC,285,2015-12-01,140900
Goldsboro,NC,290,2015-12-01,NA
Sherman,TX,294,2015-12-01,132000
Watertown,NY,300,2015-12-01,132100
Dunn,NC,304,2015-12-01,147600
Show Low,AZ,318,2015-12-01,162700
Ithaca,NY,327,2015-12-01,198000
Corning,NY,335,2015-12-01,84800
Sebring,FL,336,2015-12-01,88900
Truckee,CA,337,2015-12-01,364300
Shelby,NC,340,2015-12-01,99400
Victoria,TX,347,2015-12-01,160500
The Villages,FL,349,2015-12-01,226400
Elmira,NY,362,2015-12-01,96500
Pinehurst-Southern Pines,NC,365,2015-12-01,181400
Ukiah,CA,366,2015-12-01,331600
Huntsville,TX,377,2015-12-01,144900
